Image,x0,y0,x1,y1
075014f7-19a4-4351-a791-2e51e01ce4e8.jpg,0,0,1567,332
0754fce3-fe4f-426c-9363-2a1528b28307.jpg,0,0,853,428
075b423f-416e-49c2-ba01-349d3cb9a609.jpg,0,0,153,106
07649b14-7cfd-4f66-ad20-6c0c1fa8135e.jpg,79,90,2540,851
077c4b9c-242b-45e4-ba06-2e7012ebfd19.jpg,0,0,1151,296
0784f212-5ec3-49e1-9d73-5fd55ae34593.jpg,99,138,1134,351
078c6265-29f9-4ba5-abd0-46deb762b2f1.jpg,0,0,2368,1544
07963228-49a3-4b9a-81b5-f454bd802ecd.jpg,19,14,1346,355
07969618-dbd9-4a45-b5fd-59a79c2c1a55.jpg,0,0,2618,531
07a3717f-6dac-45ca-abe5-46452bf4124d.jpg,0,0,1335,437
07abc873-5aaf-4a7b-ba98-44be6274e175.jpg,0,0,599,399
07b72246-b68c-4c9f-a415-6d760e633c19.jpg,2,3,808,210
07b77e7b-a0dd-432a-b9b6-c9c39e2c29bb.jpg,9,10,2127,791
07ca7b27-e7a5-403d-891e-a51b312648e7.jpg,0,0,1973,1318
07d1d05b-db09-40ea-b5d0-7770c8ff4bdc.jpg,0,0,1289,421
07d3f682-c832-4188-8639-349f9e94e377.jpg,15,10,1000,309
07ed0144-b7c5-4d84-9e3c-17088f8a6546.jpg,0,0,1043,246
07f53e33-dac6-4593-89a9-e78ec91bc3e7.jpg,0,0,1441,357
08155b3d-5d4f-49f2-b91d-2fd452d1ee5c.jpg,0,0,1266,445
081ad3af-9ac8-4449-9de1-243964a6c1d0.jpg,12,20,739,241
0826cb0e-5215-4e15-b293-605d49185e7f.jpg,8,13,2000,635
0828783c-f669-4f05-8aff-51c803a86ae7.jpg,0,0,2280,831
083ebff7-71f2-4197-86ff-b4847eaea299.jpg,4,13,659,219
084684b4-d169-4f03-a272-54010befd657.jpg,0,0,2886,1922
084a019f-a5b9-45db-86e5-06ea5908a59e.jpg,96,272,1482,965
084c9a0d-18e0-4c86-89dd-eac962838598.jpg,6,2,632,188
0856da90-d88a-472c-9a8b-90764ce352f6.jpg,25,52,2419,1010
086c6ffe-8654-4e2d-a4e1-27f10430c2ad.jpg,266,63,1627,1642
0878d512-ed4d-4647-b683-a3aa9ab7cc91.jpg,9,12,977,358
087f127c-b423-4742-82ec-5ca399205d6b.jpg,0,0,1339,369
08819bfa-eb45-4ef5-9106-1dde3b8d9870.jpg,8,1,604,243
0885b95b-eeb4-4b16-86fc-843418267ca8.jpg,2,8,1356,344
08ad0f30-e024-4562-b84b-81eba222aa28.jpg,22,19,634,183
08b75cf8-2bae-4b12-8d60-0435508dea43.jpg,366,0,2860,1800
08cc13c6-f148-4dc7-b69b-014d438948af.jpg,120,173,2691,1312
08dbf1fc-62bb-4bd5-ba2f-6bc0306e32e6.jpg,286,101,2109,1636
0901a84a-85d5-42ba-ba74-31c3d56ecd29.jpg,54,31,1352,559
091d8043-7cc7-4b61-aebf-83d4cf1e9105.jpg,558,870,2824,1785
09309972-ec82-409d-85bb-640454b4d0f8.jpg,0,0,1122,304
0936f0eb-6df3-4293-8919-176ef806ce0b.jpg,49,90,591,218
0961792e-7edf-4253-ae20-5eeca722bd40.jpg,0,0,1411,725
0967ec02-3ab7-4bdd-8d0f-4bc0adb6b6dc.jpg,6,6,1455,324
09787544-7f0a-4b94-8356-b106d59ba9b2.jpg,0,0,1401,399
097cd9f6-d34b-43f4-804c-3621ee4e521e.jpg,0,0,1808,506
09937918-5744-4375-9420-e900e4b3b5fb.jpg,0,0,1612,389
099402df-5757-4a2f-80ec-dbf3c7b6b51b.jpg,0,0,626,316
09a11fdb-d9b3-435d-bae6-872427cf1d50.jpg,0,0,1742,336
09a30fef-eea2-4557-8db4-c36fbacb72f0.jpg,6,1,843,268
09b4e923-a983-4d5c-a7f2-99fabdbe1f73.jpg,0,16,2888,1745
09def324-f6fd-49b7-abf4-61390684094f.jpg,18,23,2603,772
09e34b5e-08cf-4843-89c0-6f7e27641eb8.jpg,2,62,681,347
09f6f158-a0dd-451c-aa99-90c61e8420b9.jpg,0,0,1925,367
09f8f7ed-7e88-4420-918b-5f13ba299955.jpg,938,930,1406,1327
09fa6d22-e02e-42a7-8a98-21824e0426f0.jpg,1489,858,2003,1250
0a29b6c9-3551-4c70-8fb1-93c9b71d2f29.jpg,2,9,1131,477
0a478ef6-a6a2-4059-9a0c-f72adfae1852.jpg,56,89,2021,1082
0a54bf46-5da8-4ff6-846b-7503f8e06323.jpg,0,0,956,408
0a661033-499f-4cab-97d5-85550e52c9c3.jpg,0,0,951,376
0a873118-2831-4399-87d2-919f7e8e8379.jpg,78,92,587,187
0a87a51d-413c-4a22-8d52-a815c17be8d4.jpg,0,0,583,208
0a8c5ca9-87ad-42ed-af48-60f5b7948f61.jpg,0,0,1017,288
0abc047c-29a2-4c56-89f4-c143a05077f9.jpg,9,9,2296,738
0ad1b172-edd5-4b36-a9f5-244def3b0724.jpg,0,0,716,284
0ad8af04-e58a-46f0-80c0-aaae7fae65c3.jpg,0,0,3000,887
0ae4d44f-8227-40cc-b40a-d2509b8fc78a.jpg,14,22,1587,427
0aee10d0-31d2-43c3-91d1-3ed26017fc4d.jpg,0,0,1471,596
0af7b480-1221-4c47-94b8-b46a47d9f77f.jpg,0,0,729,315
0afc56aa-7812-42b6-951b-8b646ea89301.jpg,0,0,977,337
0b05fe30-198d-4e4d-8a60-cedc80ae2c90.jpg,160,162,1188,506
0b094cba-3023-4bb8-a052-0d6d437577fb.jpg,10,43,2063,744
0b2643fc-8a14-4a09-845e-223b5067916c.jpg,0,146,2104,1792
0b341aa9-5d3e-4c47-9f3d-950c8532aa1a.jpg,0,0,1606,719
0b3d9153-2edc-40e6-9cdd-ed2a6753a7a3.jpg,82,21,2958,1023
0b4a5ed4-ba49-4ec7-a788-4f5b18e7a362.jpg,0,0,2371,1580
0b5676e9-cd72-4a07-a626-5d03429e0c39.jpg,156,308,1628,759
0b59422f-5491-479f-8834-419c58b7e93c.jpg,31,6,981,304
0b786533-194a-4c03-97f4-7900787f05aa.jpg,120,88,2302,972
0b8aa266-3ecd-4f18-9d59-5d2021e29095.jpg,9,3,1803,540
0b9c0898-5fd5-44f9-8963-7c00c32f0b54.jpg,4,3,1218,595
0bb21e15-5f5b-4b01-aa2d-b10b94c573e7.jpg,0,0,1037,360
0bdb7484-b20b-4b5e-832e-bd8ddd81c051.jpg,0,0,1352,434
0be086c0-c312-41d7-a1f3-b89e83ec8755.jpg,0,0,1926,663
0beccf0e-64e7-48d9-94bc-2ed66d54cc06.jpg,7,9,1588,343
0bf31ecc-c00c-416b-81b5-5d7db9139ae8.jpg,2,1,1561,606
0bfea14c-3cc4-42a7-b4cf-a8a79317d2c9.jpg,17,15,896,276
0c203412-aadb-429d-914a-8eef78dcdcda.jpg,0,0,2110,693
0c563b86-3af2-466d-8bef-38cd3d4875d8.jpg,1,7,2202,810
0c65e481-cd82-4315-8b13-9f4e6dd25354.jpg,234,154,2137,1121
0c6970d9-4610-44fe-be27-895a30c3f38b.jpg,0,0,2250,1500
0c97bb06-78c9-45cf-baf1-7338a4e0dd51.jpg,0,0,1049,217
0c9b2f0a-7c6b-47bc-a005-b055bc21011e.jpg,181,149,2841,658
0ca00796-e2eb-462f-bda1-f7860ce19150.jpg,23,47,2074,1055
0ca7c2a4-8531-45c9-94f0-9b8ff042c29b.jpg,59,59,2747,2900
0cff97d4-a4a3-4b26-b01a-5dc1e5aa2bcc.jpg,55,97,2827,1350
0d02559b-bdd8-45e1-a332-bb27dce9e4cf.jpg,0,0,1812,755
0d0824c4-be09-474b-82de-42c68906ce7c.jpg,0,0,611,239
0d13795f-96b1-4792-bd06-898d3fa99271.jpg,0,0,1262,324
0d13843c-aaea-4bef-b28a-35fb1876a372.jpg,0,0,2686,852
0d1d6e3f-742e-4b16-961e-f2c12fa54753.jpg,0,0,1796,917
0d24b1c4-d22a-4b90-89c6-b829ede5dfc6.jpg,23,33,773,306
0d4d36ab-5466-4292-9235-66d5f769779b.jpg,0,0,3000,2000
0d54069e-8ecd-4d7c-a1be-17acf35b6e24.jpg,0,0,2038,388
0d5da58f-eb5c-4cf1-8ed2-c3c26dad69b0.jpg,0,0,2250,1500
0d6bb072-6cd1-47f7-8a1c-566fb76be518.jpg,1,1,1283,283
0d9443fb-a797-4e7e-956f-0eb81373ea72.jpg,8,1,976,477
0d9d8c79-19a0-41c8-b45a-75047a342af8.jpg,123,176,1023,625
0da5598a-36ba-4171-9800-174fe42787d3.jpg,0,0,659,135
0da787e2-b1e4-4f00-823b-f9e339c39280.jpg,8,9,1396,272
0db4fb72-7c90-4304-8de1-607b69e54db3.jpg,0,0,1415,737
0dc8221c-8eb6-4bc9-a339-ba3ca84b5cb5.jpg,301,100,1687,520
0dd24027-766a-494d-89a3-8ecd7b1af172.jpg,0,0,1050,556
0ddad92a-8608-40e8-8408-ec69ac9fc894.jpg,0,0,931,229
0ddd3ad9-e836-4a44-91a6-1b419ad08eed.jpg,0,0,2840,799
0df62254-97fd-41a7-a049-9414e0193cad.jpg,4,2,845,324
0dffeb00-cd9a-440c-810c-ff38a84d3bab.jpg,0,0,1761,731
0e0d72b4-4ff6-4c66-88e7-279dc031673e.jpg,52,507,2949,1468
0e1fc8a2-52d6-4335-9a9b-acc82f504aad.jpg,0,0,1251,607
0e4b6f7e-1296-4bf4-bfc9-d44475cf4c99.jpg,4,13,2422,625
0e4bc766-d3b6-4b86-9991-e40a76069319.jpg,164,111,1787,888
0e655656-a568-48e7-a0b8-ab0cede05c14.jpg,20,2,2454,1016
0e65ee31-b52c-49fb-8abe-d59001829539.jpg,0,0,740,229
0e6d93aa-02af-45ff-a2cd-1177f1bb0dfc.jpg,0,0,833,259
0e782e7a-cab7-4847-baa6-be57f97bced2.jpg,239,132,2221,926
0e9ad4b2-be15-462d-a666-981ca5a612a4.jpg,0,0,2135,637
0eb68d04-6c12-4a3e-98a1-5d7cf76f0849.jpg,49,9,1183,400
0ebb1046-5f82-4b31-9e45-3b69148e5ac0.jpg,292,317,2965,1027
0ec0db1d-d458-4a68-95f2-c3b92d8e590e.jpg,22,5,1706,708
0ed6cd72-0392-4037-bcde-f6b5691c0563.jpg,246,348,1642,809
0ee29872-2a65-4363-b0ea-daac9ea62b21.jpg,0,0,1225,875
0ef0b7b2-5113-4216-8e32-957ab493584e.jpg,0,0,785,586
0ef601a6-5087-4647-8192-3c29b615e779.jpg,7,6,675,108
0ef64022-2e8a-4a8a-a447-49e2431e9a2f.jpg,5,8,588,99
0efb2e68-e44c-4b3d-9895-71f78680a02f.jpg,0,0,1519,1099
0f0f8436-831e-4b76-a91f-84c97a54f761.jpg,0,10,1513,643
0f1975a6-277c-47b4-9746-3f83e7cbebb4.jpg,127,343,2902,1160
0f2827c9-961e-41b6-9e79-0152ad317b69.jpg,40,7,2312,725
0f4989f9-7ee4-4ceb-82e2-a854ddddabe0.jpg,0,0,2148,818
0f4f09e9-eb9f-4798-a311-522456ee975d.jpg,0,0,1278,260
0f581cf0-c386-4a0c-9c3d-e5d2ad11c5c3.jpg,17,8,2208,690
0f63720e-d2f4-4222-8461-bcca278add63.jpg,0,0,2024,1352
0f906847-9c19-445d-8568-40913dfd1549.jpg,54,9,1224,552
0fb0183c-a7c1-41c4-be36-f5922ca40b21.jpg,91,116,818,326
0fcd1953-98a3-4c16-81c1-a07c403d787a.jpg,0,0,2250,1500
0fd7dcd7-a622-4b1c-b230-ff1ab9517a35.jpg,8,9,1651,625
0fe9ff22-2905-4fed-bb1e-e7006faa85dc.jpg,29,31,2985,1147
0ff02f88-7cd9-4b26-8133-b47f806c1eb7.jpg,0,0,1319,350
10033b3c-d2a7-4748-a7b9-6aaa9a0414a0.jpg,69,63,1378,587
100c7086-6027-4650-8b63-f73aa116e391.jpg,14,39,1919,844
10271227-d9f5-4daa-97f4-1c9d78f7875e.jpg,82,67,780,305
102f1e5f-9dc0-40c6-bf8d-a13396f290be.jpg,0,0,1374,427
103895ea-bb22-4abc-85f0-5f8066d0f811.jpg,0,0,2686,1132
103ac805-3536-42ea-bec6-ab1861f85f1a.jpg,0,0,868,475
103d485f-f913-41a2-ae05-5d5395556264.jpg,25,6,2210,849
103e0283-2536-485d-802e-6dd8ab9fc463.jpg,0,0,2295,557
10473bcb-1b40-46e5-87d4-2012762ac1ef.jpg,133,1,2843,1236
1051bd0b-cef4-42af-911f-6deb017d1677.jpg,55,13,2117,774
107aab43-1ed1-447b-aa36-4f8e39cf3ee2.jpg,0,13,2908,820
10812b52-f70b-44ab-a837-801fca0b3fbc.jpg,0,0,951,637
1082cdc5-5b22-40a4-838e-190cb12fd834.jpg,0,0,1452,348
1089398b-e7cc-4db1-96c9-165ee2ee0f35.jpg,7,94,1899,775
108ca635-b402-4c17-81e7-165c98c92189.jpg,225,224,2069,606
10ae24a6-4a43-4945-aa94-1f67349594eb.jpg,139,107,1048,421
10b25746-bc67-454f-913c-581ca7dda45f.jpg,0,523,2999,1378
10c037e8-bb02-438e-9c0e-852e66563e16.jpg,0,0,2081,521
10c44a78-1b70-443c-a733-5c6a144e5a72.jpg,0,0,1968,508
10c65065-ba2a-4ba7-8479-b4cbb5e43ad0.jpg,14,31,1627,455
10da96ac-1ce6-4365-910c-dd0a8aeb44a0.jpg,63,113,2376,1371
10fadb02-f37c-47bc-a506-d218ae4539ad.jpg,5,0,2991,820
11013475-de0c-402e-befb-497d1af37f16.jpg,0,0,2786,584
11044f25-2891-4d44-870d-ba9abd715815.jpg,0,0,1647,462
110c6e9c-e308-4b72-ac10-96639fd35d5f.jpg,0,0,739,358
1111b09f-90be-421a-90f7-46c39cf3bcc7.jpg,3,10,789,226
1117ec9e-1bd0-4fb6-8894-12f49350e79e.jpg,13,2,2612,999
111f53db-eccd-4af9-a726-c44e4d9ea302.jpg,12,1,1154,322
11238c26-4453-4d47-829e-9f1b7cb6ea39.jpg,29,24,1304,363
11320f5d-136f-4705-a8fa-cdf4aba63531.jpg,0,0,2271,714
113a4c3f-433b-4a5f-8e34-6dd55e70f775.jpg,1,122,689,350
113d7987-14e6-4ba6-b8b2-69aacb652b9f.jpg,10,5,1240,417
114f841f-96f7-44f5-8513-27c89ab02c0f.jpg,0,1,1118,363
115bf058-81cc-40e6-a99e-9661784b4da5.jpg,6,1,1363,572
115d32b2-885a-439f-947a-f1c25e96d4ee.jpg,0,0,3000,2003
117752af-39e4-4580-865b-69aef6d22e17.jpg,0,0,1875,729
11801ff7-ad5b-42a0-a335-de2e307c6ab9.jpg,3,4,1127,457
1183cd31-22a6-4668-9aab-6f71a199e3b3.jpg,0,0,662,460
1197c7fa-7823-46bb-a363-f8fa3d509007.jpg,0,0,2371,994
11992bf5-e7b8-4ab3-96a2-302e56a6b7d3.jpg,0,0,2575,783
11a92abe-fdfe-4b10-92dc-a7823ddb3369.jpg,0,0,2250,1500
11ad7939-672b-4dce-8990-35129d058af3.jpg,7,2,2572,1011
11ae5521-3a33-45ac-80ed-b2c235ec5352.jpg,0,0,471,190
11b1cedc-764d-4705-a1d2-fbdaec12afa7.jpg,3,23,2019,612
11b7108a-6d45-4d8a-8281-47748ad5b6dc.jpg,3,11,749,282
11cf0076-6235-4264-8c82-01ee05c300b5.jpg,0,0,1732,458
11e7977e-fdb5-43c2-a779-dd1a3a6f81ac.jpg,359,113,2987,1468
11f62e72-e2f4-4c9d-81d4-61b1bc8d0cb5.jpg,29,2,901,315
1206f103-76a2-4a8d-b5c9-047fa6425e93.jpg,73,114,2047,1019
12171f64-6cfc-4d5e-ae64-9523937029d8.jpg,7,10,1258,337
121d0013-cac9-4fd3-8306-49921a9988e9.jpg,0,0,2632,1318
121e60a6-7dd4-4d89-ae22-ff83776696e9.jpg,0,0,2250,1500
12334241-09ba-4b55-8fe5-42aee88bfa5e.jpg,245,173,2462,1222
1242e784-7c6a-419f-b276-3fd086c82dfb.jpg,28,16,2039,702
